,class,component,sup,cpm,mis,misr,dir,omega
2154,1,0,1,0,10,0,6,3
2155,1,1,1,0,1.85,0,1,3
2156,1,2,3,0,6.5,0,6,3
2157,1,3,3,0,5,0,0,3
2158,1,4,3,0,2.25,0,1,3
2159,1,5,3,0,1.5,0,4,3
2160,1,6,2,0,12.5,0,6,3
2161,1,7,2,0,10,0,3,3
2162,1,8,2,0,44,0,0,3
2163,1,9,2,0,4,0,1,3
2164,1,10,2,0,2.4,0,2,3
2165,1,11,2,0,6.5,0,4,3
2166,1,12,2,6000,2.75,0,9,3
2167,1,13,2,6000,1.2,0,5,3
2168,1,14,2,6000,2,0,8,3
2169,1,15,2,3000,1.2,0,9,3
2170,1,16,2,3000,1.45,0,5,3
2171,1,17,2,3000,5.5,0,8,3
2172,1,18,1,3000,0.4,0,9,3
2173,1,19,3,6000,1,0,9,3
2174,1,20,3,6000,0.65,0,8,3
2175,1,21,1,6000,1.4,0,9,3
2176,1,22,1,12000,0.3,0,9,3
2177,1,23,3,3000,0.7,0,9,3
2178,1,24,3,3000,0.65,0,8,3
2179,1,25,2,3000,5.5,0,7,3
2180,1,0,2,0,15,0,6,3
2181,1,1,2,0,32.5,0,3,3
2182,1,2,2,0,12.5,0,0,3
2183,1,3,2,0,4.25,0,1,3
2184,1,4,2,0,5.5,0,2,3
2185,1,5,2,0,2.75,0,4,3
2186,1,6,1,0,10,0,6,3
2187,1,7,1,0,14.5,0,3,3
2188,1,8,1,0,35,0,0,3
2189,1,9,1,0,3.85,0,1,3
2190,1,10,1,0,3,0,2,3
2191,1,11,1,0,6,0,4,3
2192,1,12,3,0,9,0,6,3
2193,1,13,3,0,2.1,0,3,3
2194,1,14,3,0,3.2,0,1,3
2195,1,15,1,6000,1.25,0,9,3
2196,1,16,1,6000,0.7,0,5,3
2197,1,17,1,6000,1.1,0,8,3
2198,1,18,2,27000,0.75,0,8,3
2199,1,19,2,30000,0.45,0,9,3
2200,1,20,3,3000,0.8,0,9,3
2201,1,21,3,6000,1.55,0,9,3
2202,1,22,3,9000,0.7,0,9,3
2203,1,23,1,9000,1.65,0,9,3
2204,1,24,1,9000,1.1,0,5,3
2205,1,25,1,9000,1,0,8,3
2206,1,26,1,12000,1.85,0,9,3
2207,1,27,1,15000,0.55,0,5,3
2208,1,28,1,15000,1.1,0,8,3
2209,1,29,1,18000,0.7,0,9,3
2210,1,30,1,18000,0.5,0,5,3
2211,1,31,1,18000,0.75,0,8,3
2212,1,32,1,23000,0.75,0,9,3
2213,1,33,1,25000,0.35,0,5,3
2214,1,34,1,27000,0.7,0,8,3
2215,1,35,2,3000,2.1,0,9,3
2216,1,36,2,3000,4,0,5,3
2217,1,37,2,3000,1.4,0,8,3
2218,1,38,1,3000,1,0,9,3
2219,1,39,1,3000,1.75,0,5,3
2220,1,40,1,3000,4.25,0,8,3
2221,1,41,2,6000,1.3,0,9,3
2222,1,42,2,6000,0.8,0,5,3
2223,1,43,2,6000,0.6,0,8,3
2224,1,44,3,18000,1.2,0,9,3
2225,1,45,2,9000,1.3,0,9,3
2226,1,46,2,9000,1.25,0,5,3
2227,1,47,2,12000,1,0,9,3
2228,1,48,2,12000,1.2,0,8,3
2229,1,49,2,18000,2,0,9,3
2230,1,50,2,21000,0.7,0,9,3
2231,1,51,2,21000,1.75,0,5,3
2232,1,52,2,21000,1,0,8,3
2233,1,53,1,3000,4.25,0,7,3
2234,1,0,2,0,14.5,0,6,2
2235,1,1,2,0,54,0,3,2
2236,1,2,2,0,38,0,0,2
2237,1,3,2,0,1.3,0,1,2
2238,1,4,2,0,4.2,0,2,2
2239,1,5,2,0,3.4,0,4,2
2240,1,6,1,0,10,0,6,2
2241,1,7,1,0,14.5,0,3,2
2242,1,8,1,0,0.9,0,1,2
2243,1,9,1,0,1.2,0,2,2
2244,1,10,3,0,15,0,6,2
2245,1,11,3,0,45,0,3,2
2246,1,12,3,0,3.3,0,1,2
2247,1,13,3,0,3.8,0,2,2
2248,1,14,4,0,10,0,6,2
2249,1,15,4,0,15.5,0,0,2
2250,1,16,4,0,3.1,0,1,2
2251,1,17,4,0,1.9,0,4,2
2252,1,18,2,1500,1.1,0,9,2
2253,1,19,2,1500,4,0,5,2
2254,1,20,2,1500,2.5,0,8,2
2255,1,21,2,3000,1,0,5,2
2256,1,22,2,3000,0.6,0,8,2
2257,1,23,2,30000,0.45,0,5,2
2258,1,24,2,30000,1.15,0,8,2
2259,1,25,2,24000,0.4,0,9,2
2260,1,26,1,1500,0.8,0,5,2
2261,1,27,3,1500,1.1,0,9,2
2262,1,28,3,1500,2.8,0,5,2
2263,1,29,4,31000,1.15,0,9,2
2264,1,30,3,7500,1.65,0,5,2
2265,1,31,3,15000,1.25,0,9,2
2266,1,32,3,15000,0.5,0,5,2
2267,1,33,3,30000,1.6,0,9,2
2268,1,34,3,32000,0.95,0,5,2
2269,1,35,4,1500,0.5,0,9,2
2270,1,36,4,1500,1.2,0,8,2
2271,1,37,4,7500,1.35,0,8,2
2272,1,38,4,15000,1.05,0,9,2
2273,1,39,4,15000,0.6,0,8,2
2274,1,40,2,1500,4,0,7,2
2275,1,0,2,0,22.5,0,6,3
2276,1,1,2,0,13,0,3,3
2277,1,2,2,0,13,0,0,3
2278,1,3,2,0,13,0,1,3
2279,1,4,2,0,9,0,2,3
2280,1,5,2,0,6,0,4,3
2281,1,6,3,0,50,0,6,3
2282,1,7,3,0,20,0,3,3
2283,1,8,3,0,15,0,1,3
2284,1,9,3,0,7.5,0,2,3
2285,1,10,1,0,10.5,0,6,3
2286,1,11,1,0,8.5,0,3,3
2287,1,12,1,0,7.75,0,1,3
2288,1,13,1,0,6.5,0,2,3
2289,1,14,4,0,55,0,6,3
2290,1,15,4,0,35,0,0,3
2291,1,16,4,0,9.5,0,1,3
2292,1,17,4,0,5.5,0,4,3
2293,1,18,1,9000,1.2,0,5,3
2294,1,19,3,18000,4.5,0,9,3
2295,1,20,3,18000,6.5,0,5,3
2296,1,21,3,21000,5.5,0,5,3
2297,1,22,4,3000,8,0,9,3
2298,1,23,4,3000,4.5,0,8,3
2299,1,24,4,18000,2.5,0,8,3
2300,1,25,1,15000,6,0,9,3
2301,1,26,1,15000,4.5,0,5,3
2302,1,27,1,18000,5.5,0,9,3
2303,1,28,1,18000,4.5,0,5,3
2304,1,29,1,21000,2.75,0,9,3
2305,1,30,1,21000,2.5,0,5,3
2306,1,31,2,3000,1.25,0,9,3
2307,1,32,2,3000,0.85,0,5,3
2308,1,33,2,3000,0.7,0,8,3
2309,1,34,2,9000,4.5,0,5,3
2310,1,35,2,9000,4.5,0,8,3
2311,1,36,2,12000,3.5,0,9,3
2312,1,37,2,15000,8.5,0,9,3
2313,1,38,1,3000,0.5,0,9,3
2314,1,39,1,3000,0.45,0,5,3
2315,1,40,2,18000,4,0,9,3
2316,1,41,2,18000,2,0,5,3
2317,1,42,2,18000,2.5,0,8,3
2318,1,43,4,21000,4.5,0,9,3
2319,1,44,2,21000,3.5,0,9,3
2320,1,45,2,21000,5,0,5,3
2321,1,46,2,21000,2,0,8,3
2322,1,47,2,24000,5,0,5,3
2323,1,48,3,3000,8,0,9,3
2324,1,49,3,3000,3.2,0,5,3
2325,1,50,3,12000,2.5,0,9,3
2326,1,51,3,15000,3.5,0,9,3
2327,1,52,2,15000,8.5,0,7,3
2328,1,0,1,0,13.5,0,6,2
2329,1,1,1,0,12,0,3,2
2330,1,2,1,0,1.9,0,1,2
2331,1,3,1,0,1.65,0,2,2
2332,1,4,2,0,19,0,6,2
2333,1,5,2,0,29,0,0,2
2334,1,6,2,0,2.65,0,1,2
2335,1,7,2,0,3.2,0,4,2
2336,1,8,3,0,65,0,6,2
2337,1,9,3,0,21,0,3,2
2338,1,10,3,0,8.5,0,1,2
2339,1,11,3,0,4.25,0,2,2
2340,1,12,4,0,20,0,6,2
2341,1,13,4,0,17.5,0,0,2
2342,1,14,4,0,4.25,0,1,2
2343,1,15,4,0,6.5,0,4,2
2344,1,16,1,1500,0.7,0,9,2
2345,1,17,1,1500,0.8,0,5,2
2346,1,18,3,28000,0.7,0,9,2
2347,1,19,3,30000,0.3,0,5,2
2348,1,20,4,1500,0.9,0,9,2
2349,1,21,4,1500,0.3,0,8,2
2350,1,22,4,4500,0.7,0,8,2
2351,1,23,4,7500,1.25,0,9,2
2352,1,24,4,7500,2.2,0,8,2
2353,1,25,4,9000,1,0,9,2
2354,1,26,4,9000,1.1,0,8,2
2355,1,27,4,30000,1.25,0,8,2
2356,1,28,1,3000,0.35,0,9,2
2357,1,29,4,32000,1,0,9,2
2358,1,30,1,4500,0.45,0,5,2
2359,1,31,1,6000,0.4,0,5,2
2360,1,32,1,7500,0.95,0,9,2
2361,1,33,1,9000,0.6,0,9,2
2362,1,34,1,30000,0.35,0,5,2
2363,1,35,2,1500,1.4,0,9,2
2364,1,36,2,1500,2.4,0,8,2
2365,1,37,2,7500,1.45,0,9,2
2366,1,38,2,7500,1.2,0,8,2
2367,1,39,2,9000,0.9,0,9,2
2368,1,40,2,30000,0.35,0,8,2
2369,1,41,3,1500,4.5,0,9,2
2370,1,42,3,1500,0.9,0,5,2
2371,1,43,3,7500,3,0,9,2
2372,1,44,3,7500,1.75,0,5,2
2373,1,45,3,9000,1.6,0,5,2
2374,1,46,3,15000,0.8,0,9,2
2375,1,47,3,1500,4.5,0,7,2
2376,4,0,2,0,1.75,0,6,3
2377,4,1,2,0,1.75,0,3,3
2378,4,2,2,0,90,0,0,3
2379,4,3,2,0,0.6,0,1,3
2380,4,4,2,0,0.4,0,2,3
2381,4,5,2,0,14,0,4,3
2382,4,6,1,0,14,0,6,3
2383,4,7,1,0,65,0,3,3
2384,4,8,1,0,2.75,0,1,3
2385,4,9,1,0,10.5,0,2,3
2386,4,10,1,6000,2.1,0,9,3
2387,4,11,1,6000,0.85,0,5,3
2388,4,12,1,3000,1.4,0,9,3
2389,4,13,1,3000,10.5,0,5,3
2390,4,14,1,27000,0.45,0,9,3
2391,4,15,2,6000,0.9,0,8,3
2392,4,16,1,30000,0.9,0,5,3
2393,4,17,2,3000,13.5,0,8,3
2394,4,18,2,3000,13.5,0,7,3
2395,1,0,3,0,24,0,6,3
2396,1,1,3,0,15,0,0,3
2397,1,2,3,0,6.25,0,1,3
2398,1,3,3,0,4.5,0,4,3
2399,1,4,2,0,15,0,6,3
2400,1,5,2,0,70,0,0,3
2401,1,6,2,0,4,0,1,3
2402,1,7,2,0,12,0,4,3
2403,1,8,4,0,19,0,6,3
2404,1,9,4,0,4.5,0,0,3
2405,1,10,4,0,6.5,0,1,3
2406,1,11,4,0,1.4,0,4,3
2407,1,12,1,0,10,0,6,3
2408,1,13,1,0,57.5,0,3,3
2409,1,14,1,0,3,0,1,3
2410,1,15,1,0,8.5,0,2,3
2411,1,16,1,6000,2.35,0,9,3
2412,1,17,1,6000,0.75,0,5,3
2413,1,18,4,15000,0.7,0,9,3
2414,1,19,1,9000,0.45,0,9,3
2415,1,20,2,3000,1.75,0,9,3
2416,1,21,2,3000,10,0,8,3
2417,1,22,2,6000,2.6,0,9,3
2418,1,23,2,6000,0.9,0,8,3
2419,1,24,2,24000,0.4,0,9,3
2420,1,25,3,3000,2.2,0,9,3
2421,1,26,3,3000,1.5,0,8,3
2422,1,27,3,6000,5.5,0,9,3
2423,1,28,3,6000,3.75,0,8,3
2424,1,29,1,3000,0.7,0,9,3
2425,1,30,1,3000,8.5,0,5,3
2426,1,31,3,9000,1.5,0,9,3
2427,1,32,3,9000,1.2,0,8,3
2428,1,33,4,27000,0.6,0,8,3
2429,1,34,3,15000,1.6,0,9,3
2430,1,35,3,15000,1,0,8,3
2431,1,36,3,25000,0.9,0,8,3
2432,1,37,3,26000,1,0,9,3
2433,1,38,4,3000,0.7,0,9,3
2434,1,39,4,3000,0.6,0,8,3
2435,1,40,4,6000,3.5,0,9,3
2436,1,41,4,6000,0.5,0,8,3
2437,1,42,4,9000,0.9,0,9,3
2438,1,43,2,3000,10,0,7,3
2439,4,0,2,0,16.5,0,6,3
2440,4,1,2,0,10,0,3,3
2441,4,2,2,0,38,0,0,3
2442,4,3,2,0,4.75,0,1,3
2443,4,4,2,0,4,0,2,3
2444,4,5,2,0,6.25,0,4,3
2445,4,6,1,0,13.5,0,6,3
2446,4,7,1,0,27.5,0,3,3
2447,4,8,1,0,4.5,0,1,3
2448,4,9,1,0,4.5,0,2,3
2449,4,10,1,6000,3.8,0,9,3
2450,4,11,1,6000,0.6,0,5,3
2451,4,12,1,24000,1,0,9,3
2452,4,13,1,24000,1.75,0,5,3
2453,4,14,1,3000,0.75,0,9,3
2454,4,15,1,3000,4,0,5,3
2455,4,16,2,3000,1.5,0,9,3
2456,4,17,2,3000,0.9,0,5,3
2457,4,18,2,3000,5.5,0,8,3
2458,4,19,2,24000,2,0,5,3
2459,4,20,2,24000,0.9,0,8,3
2460,4,21,2,6000,4.5,0,9,3
2461,4,22,2,6000,0.4,0,5,3
2462,4,23,2,6000,0.6,0,8,3
2463,4,24,2,18000,2.5,0,5,3
2464,4,25,2,3000,5.5,0,7,3
2465,1,0,3,0,130,0,6,3
2466,1,1,3,0,45,0,3,3
2467,1,2,3,0,19,0,1,3
2468,1,3,3,0,11,0,2,3
2469,1,4,1,0,160,0,6,3
2470,1,5,1,0,22.5,0,3,3
2471,1,6,1,0,27,0,1,3
2472,1,7,1,0,3.75,0,2,3
2473,1,8,4,0,130,0,6,3
2474,1,9,4,0,35,0,0,3
2475,1,10,4,0,19,0,1,3
2476,1,11,4,0,8.5,0,4,3
2477,1,12,2,0,150,0,6,3
2478,1,13,2,0,80,0,0,3
2479,1,14,2,0,24,0,1,3
2480,1,15,2,0,14,0,4,3
2481,1,16,1,6000,2.5,0,9,3
2482,1,17,1,6000,2.5,0,5,3
2483,1,18,4,3000,16.5,0,9,3
2484,1,19,4,3000,3.25,0,8,3
2485,1,20,4,6000,2.2,0,9,3
2486,1,21,4,6000,2.1,0,8,3
2487,1,22,4,9000,1.5,0,9,3
2488,1,23,4,9000,1.2,0,8,3
2489,1,24,4,12000,1,0,8,3
2490,1,25,1,9000,0.9,0,9,3
2491,1,26,1,9000,1.1,0,5,3
2492,1,27,1,12000,0.75,0,9,3
2493,1,28,1,12000,0.9,0,5,3
2494,1,29,2,3000,23,0,9,3
2495,1,30,2,3000,11,0,8,3
2496,1,31,2,6000,1.25,0,9,3
2497,1,32,2,6000,3.5,0,8,3
2498,1,33,1,3000,26,0,9,3
2499,1,34,1,3000,1.5,0,5,3
2500,1,35,2,12000,2,0,9,3
2501,1,36,4,15000,1.5,0,8,3
2502,1,37,2,21000,0.75,0,8,3
2503,1,38,3,3000,15,0,9,3
2504,1,39,3,3000,6.5,0,5,3
2505,1,40,3,6000,5.5,0,9,3
2506,1,41,3,6000,5.5,0,5,3
2507,1,42,3,9000,4.5,0,9,3
2508,1,43,3,9000,2.5,0,5,3
2509,1,44,3,12000,2.5,0,5,3
2510,1,45,3,15000,2.5,0,5,3
2511,1,46,3,27000,2.75,0,9,3
2512,1,47,3,36000,2,0,5,3
2513,1,48,1,3000,26,0,7,3
2514,1,0,2,0,24,0,6,2
2515,1,1,2,0,23.5,0,3,2
2516,1,2,2,0,52,0,0,2
2517,1,3,2,0,2.45,0,1,2
2518,1,4,2,0,2.3,0,2,2
2519,1,5,2,0,4,0,4,2
2520,1,6,3,0,45,0,6,2
2521,1,7,3,0,37.5,0,0,2
2522,1,8,3,0,3.2,0,1,2
2523,1,9,3,0,3.5,0,4,2
2524,1,10,1,0,35,0,6,2
2525,1,11,1,0,60,0,3,2
2526,1,12,1,0,3.6,0,1,2
2527,1,13,1,0,4.6,0,2,2
2528,1,14,1,3000,0.85,0,9,2
2529,1,15,1,10500,0.6,0,5,2
2530,1,16,1,16000,1.3,0,9,2
2531,1,17,1,18000,0.5,0,5,2
2532,1,18,2,1500,1.7,0,9,2
2533,1,19,2,1500,1.6,0,5,2
2534,1,20,2,1500,3.6,0,8,2
2535,1,21,1,1500,2.6,0,9,2
2536,1,22,1,1500,4,0,5,2
2537,1,23,2,3000,0.6,0,9,2
2538,1,24,3,30000,1.9,0,9,2
2539,1,25,2,6000,0.4,0,8,2
2540,1,26,2,11000,0.5,0,8,2
2541,1,27,3,1500,1,0,9,2
2542,1,28,3,1500,2.4,0,8,2
2543,1,29,3,3000,1.2,0,9,2
2544,1,30,3,15500,0.9,0,8,2
2545,1,31,1,1500,4,0,7,2
2546,1,0,2,0,14.5,0,6,3
2547,1,1,2,0,553.5,0,3,3
2548,1,2,2,0,4,0,0,3
2549,1,3,2,0,3.1,0,1,3
2550,1,4,2,0,4.75,0,2,3
2551,1,5,2,0,2.4,0,4,3
2552,1,6,1,0,14,0,6,3
2553,1,7,1,0,7.5,0,3,3
2554,1,8,1,0,2.8,0,1,3
2555,1,9,1,0,2.2,0,2,3
2556,1,10,3,0,37.5,0,6,3
2557,1,11,3,0,20,0,3,3
2558,1,12,3,0,6.5,0,1,3
2559,1,13,3,0,4.8,0,2,3
2560,1,14,4,0,17.5,0,6,3
2561,1,15,4,0,5.5,0,3,3
2562,1,16,4,0,4.5,0,0,3
2563,1,17,4,0,5.5,0,1,3
2564,1,18,4,0,3,0,2,3
2565,1,19,4,0,1.8,0,4,3
2566,1,20,1,6000,0.95,0,9,3
2567,1,21,3,6000,1.6,0,9,3
2568,1,22,3,9000,1.6,0,9,3
2569,1,23,3,9000,1.2,0,5,3
2570,1,24,3,12000,1.1,0,5,3
2571,1,25,3,19000,2.1,0,9,3
2572,1,26,3,19000,1.1,0,5,3
2573,1,27,3,22000,2.3,0,5,3
2574,1,28,3,28000,0.6,0,9,3
2575,1,29,3,28000,1.6,0,5,3
2576,1,30,3,36000,0.55,0,5,3
2577,1,31,4,3000,2.3,0,9,3
2578,1,32,4,3000,0.6,0,5,3
2579,1,33,4,3000,0.2,0,8,3
2580,1,34,4,6000,0.9,0,9,3
2581,1,35,4,6000,0.45,0,8,3
2582,1,36,4,9000,0.5,0,9,3
2583,1,37,4,9000,0.9,0,5,3
2584,1,38,4,9000,1.5,0,8,3
2585,1,39,4,19000,1.1,0,9,3
2586,1,40,4,21000,3.75,0,9,3
2587,1,41,4,21000,0.5,0,8,3
2588,1,42,4,24000,1.75,0,5,3
2589,1,43,4,24000,0.7,0,8,3
2590,1,44,1,9000,0.9,0,9,3
2591,1,45,1,9000,1.7,0,5,3
2592,1,46,1,12000,0.45,0,9,3
2593,1,47,1,19000,1.5,0,9,3
2594,1,48,1,19000,0.85,0,5,3
2595,1,49,1,28000,2,0,5,3
2596,1,50,1,38000,0.75,0,5,3
2597,1,51,1,3000,2.1,0,9,3
2598,1,52,1,3000,0.95,0,5,3
2599,1,53,2,3000,1.95,0,9,3
2600,1,54,2,3000,1,0,5,3
2601,1,55,4,37000,0.7,0,5,3
2602,1,56,2,6000,1.2,0,9,3
2603,1,57,2,6000,0.45,0,8,3
2604,1,58,2,9000,0.6,0,9,3
2605,1,59,2,9000,1.8,0,5,3
2606,1,60,2,9000,0.5,0,8,3
2607,1,61,2,19000,1.5,0,9,3
2608,1,62,2,19000,0.95,0,8,3
2609,1,63,2,28000,0.55,0,9,3
2610,1,64,2,28000,2.1,0,5,3
2611,1,65,2,28000,3.1,0,8,3
2612,1,66,2,36000,0.6,0,9,3
2613,1,67,2,36000,1.95,0,5,3
2614,1,68,2,37000,0.85,0,8,3
2615,1,69,3,3000,5.6,0,9,3
2616,1,70,3,3000,2.8,0,5,3
2617,1,71,3,3000,5.6,0,7,3
2618,1,0,1,0,15.5,0,6,3
2619,1,1,1,0,6.5,0,3,3
2620,1,2,1,0,3.3,0,1,3
2621,1,3,1,0,2.05,0,2,3
2622,1,4,3,0,37,0,6,3
2623,1,5,3,0,17,0,3,3
2624,1,6,3,0,6.8,0,1,3
2625,1,7,3,0,3.4,0,2,3
2626,1,8,2,0,14,0,6,3
2627,1,9,2,0,7,0,3,3
2628,1,10,2,0,3.2,0,0,3
2629,1,11,2,0,2.75,0,1,3
2630,1,12,2,0,4.6,0,2,3
2631,1,13,2,0,1.8,0,4,3
2632,1,14,4,0,18,0,6,3
2633,1,15,4,0,5.3,0,3,3
2634,1,16,4,0,3.9,0,0,3
2635,1,17,4,0,4,0,1,3
2636,1,18,4,0,2.4,0,2,3
2637,1,19,4,0,1.1,0,4,3
2638,1,20,1,6000,1.1,0,9,3
2639,1,21,4,21000,1.8,0,9,3
2640,1,22,4,21000,1.35,0,5,3
2641,1,23,4,21000,0.25,0,8,3
2642,1,24,4,24000,1.25,0,9,3
2643,1,25,4,24000,1.8,0,5,3
2644,1,26,4,37000,0.6,0,5,3
2645,1,27,4,40000,0.45,0,9,3
2646,1,28,2,37000,0.95,0,9,3
2647,1,29,2,37000,1.3,0,5,3
2648,1,30,3,3000,5.4,0,9,3
2649,1,31,3,3000,2.4,0,5,3
2650,1,32,3,6000,1.45,0,9,3
2651,1,33,3,9000,1.75,0,9,3
2652,1,34,3,12000,0.5,0,9,3
2653,1,35,3,12000,0.75,0,5,3
2654,1,36,3,18000,0.8,0,9,3
2655,1,37,3,18000,1.35,0,5,3
2656,1,38,3,21000,1.45,0,5,3
2657,1,39,3,24000,1.2,0,5,3
2658,1,40,3,28000,0.95,0,9,3
2659,1,41,3,28000,0.55,0,5,3
2660,1,42,3,34000,0.6,0,9,3
2661,1,43,3,34000,0.45,0,5,3
2662,1,44,4,3000,2.4,0,9,3
2663,1,45,4,3000,0.65,0,5,3
2664,1,46,4,3000,0.45,0,8,3
2665,1,47,4,6000,1.1,0,9,3
2666,1,48,4,6000,0.3,0,8,3
2667,1,49,4,9000,0.45,0,9,3
2668,1,50,4,9000,0.65,0,8,3
2669,1,51,4,18000,0.75,0,9,3
2670,1,52,4,18000,0.95,0,5,3
2671,1,53,1,9000,1.2,0,9,3
2672,1,54,1,9000,1.15,0,5,3
2673,1,55,1,12000,0.45,0,9,3
2674,1,56,1,15000,0.65,0,9,3
2675,1,57,1,18000,1.15,0,5,3
2676,1,58,1,19000,0.6,0,9,3
2677,1,59,1,28000,0.4,0,5,3
2678,1,60,1,37000,0.35,0,5,3
2679,1,61,2,3000,2,0,9,3
2680,1,62,2,3000,0.7,0,5,3
2681,1,63,2,3000,0.4,0,8,3
2682,1,64,2,6000,1.1,0,9,3
2683,1,65,2,9000,0.65,0,9,3
2684,1,66,2,9000,1.5,0,5,3
2685,1,67,2,18000,0.55,0,9,3
2686,1,68,2,21000,0.45,0,8,3
2687,1,69,2,24000,0.5,0,8,3
2688,1,70,1,3000,2.3,0,9,3
2689,1,71,1,3000,0.8,0,5,3
2690,1,72,2,28000,0.65,0,9,3
2691,1,73,2,28000,2.2,0,5,3
2692,1,74,2,28000,1.3,0,8,3
2693,1,75,3,3000,5.4,0,7,3
2694,1,0,2,0,12.5,0,6,3
2695,1,1,2,0,6.5,0,3,3
2696,1,2,2,0,2.45,0,0,3
2697,1,3,2,0,2.75,0,1,3
2698,1,4,2,0,3.2,0,2,3
2699,1,5,2,0,1.4,0,4,3
2700,1,6,3,0,36,0,6,3
2701,1,7,3,0,16.5,0,3,3
2702,1,8,3,0,6.5,0,1,3
2703,1,9,3,0,3.1,0,2,3
2704,1,10,1,0,14,0,6,3
2705,1,11,1,0,7.5,0,3,3
2706,1,12,1,0,2.8,0,1,3
2707,1,13,1,0,2.65,0,2,3
2708,1,14,4,0,16.5,0,6,3
2709,1,15,4,0,5.25,0,3,3
2710,1,16,4,0,3.9,0,0,3
2711,1,17,4,0,4.3,0,1,3
2712,1,18,4,0,1.7,0,2,3
2713,1,19,4,0,0.7,0,4,3
2714,1,20,1,6000,1,0,9,3
2715,1,21,4,21000,2.45,0,9,3
2716,1,22,4,21000,0.8,0,5,3
2717,1,23,4,24000,0.7,0,5,3
2718,1,24,1,3000,2.05,0,9,3
2719,1,25,1,3000,0.95,0,5,3
2720,1,26,4,36000,0.55,0,5,3
2721,1,27,1,18000,1.65,0,5,3
2722,1,28,2,3000,1.75,0,9,3
2723,1,29,2,3000,2.4,0,5,3
2724,1,30,2,6000,1,0,9,3
2725,1,31,2,9000,0.7,0,5,3
2726,1,32,2,24000,0.55,0,8,3
2727,1,33,2,27000,1,0,5,3
2728,1,34,2,27000,0.5,0,8,3
2729,1,35,2,36000,1,0,9,3
2730,1,36,2,36000,2.2,0,5,3
2731,1,37,2,36000,0.45,0,8,3
2732,1,38,3,3000,5.5,0,9,3
2733,1,39,3,3000,2.5,0,5,3
2734,1,40,3,6000,1.2,0,9,3
2735,1,41,3,9000,0.5,0,5,3
2736,1,42,3,21000,0.5,0,9,3
2737,1,43,3,21000,1.3,0,5,3
2738,1,44,3,27000,1,0,5,3
2739,1,45,3,30000,1.2,0,9,3
2740,1,46,4,3000,2.4,0,9,3
2741,1,47,4,3000,0.7,0,5,3
2742,1,48,4,6000,0.8,0,9,3
2743,1,49,3,3000,5.5,0,7,3
2744,1,0,1,0,17,0,6,3
2745,1,1,1,0,6.5,0,3,3
2746,1,2,1,0,3.5,0,1,3
2747,1,3,1,0,2.05,0,2,3
2748,1,4,2,0,15,0,6,3
2749,1,5,2,0,7.5,0,3,3
2750,1,6,2,0,4,0,0,3
2751,1,7,2,0,3.15,0,1,3
2752,1,8,2,0,2.85,0,2,3
2753,1,9,2,0,2.1,0,4,3
2754,1,10,3,0,42,0,6,3
2755,1,11,3,0,16.5,0,3,3
2756,1,12,3,0,7.75,0,1,3
2757,1,13,3,0,4,0,2,3
2758,1,14,4,0,19,0,6,3
2759,1,15,4,0,5.5,0,3,3
2760,1,16,4,0,4.5,0,0,3
2761,1,17,4,0,4.75,0,1,3
2762,1,18,4,0,2.2,0,2,3
2763,1,19,4,0,2.25,0,4,3
2764,1,20,1,6000,0.9,0,9,3
2765,1,21,3,12000,0.9,0,5,3
2766,1,22,3,18000,1.2,0,9,3
2767,1,23,3,27000,0.9,0,9,3
2768,1,24,3,27000,1.75,0,5,3
2769,1,25,4,3000,2.8,0,9,3
2770,1,26,4,3000,0.65,0,5,3
2771,1,27,4,3000,0.5,0,8,3
2772,1,28,4,6000,0.8,0,9,3
2773,1,29,4,9000,1,0,8,3
2774,1,30,4,21000,2.25,0,9,3
2775,1,31,4,24000,1.25,0,8,3
2776,1,32,1,9000,1,0,9,3
2777,1,33,1,9000,0.6,0,5,3
2778,1,34,1,15000,0.6,0,9,3
2779,1,35,1,18000,0.75,0,9,3
2780,1,36,2,3000,1.75,0,9,3
2781,1,37,2,3000,0.75,0,5,3
2782,1,38,2,3000,0.6,0,8,3
2783,1,39,2,6000,1.05,0,9,3
2784,1,40,2,9000,0.9,0,5,3
2785,1,41,2,12000,0.4,0,8,3
2786,1,42,2,21000,0.9,0,8,3
2787,1,43,1,3000,2.5,0,9,3
2788,1,44,1,3000,0.75,0,5,3
2789,1,45,2,27000,1.6,0,5,3
2790,1,46,4,27000,0.9,0,9,3
2791,1,47,4,27000,0.8,0,5,3
2792,1,48,2,30000,1.1,0,8,3
2793,1,49,3,3000,6,0,9,3
2794,1,50,3,3000,2.2,0,5,3
2795,1,51,3,6000,1.15,0,9,3
2796,1,52,3,9000,1.1,0,9,3
2797,1,53,3,3000,6,0,7,3
2798,1,0,2,0,12.5,0,6,3
2799,1,1,2,0,7,0,3,3
2800,1,2,2,0,3.2,0,0,3
2801,1,3,2,0,2.6,0,1,3
2802,1,4,2,0,2.3,0,2,3
2803,1,5,2,0,1.2,0,4,3
2804,1,6,3,0,35,0,6,3
2805,1,7,3,0,15,0,3,3
2806,1,8,3,0,5.75,0,1,3
2807,1,9,3,0,3.2,0,2,3
2808,1,10,1,0,16.5,0,6,3
2809,1,11,1,0,6,0,3,3
2810,1,12,1,0,3,0,1,3
2811,1,13,1,0,3,0,2,3
2812,1,14,4,0,16,0,6,3
