age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59,2,168569,1,9,6,5,1,4,1,0,1887,40,21,0
32,2,175413,1,9,4,10,5,3,0,0,0,40,32,1
43,2,161226,13,13,6,5,1,2,1,0,0,40,21,1
23,2,208598,14,10,4,1,4,4,1,0,0,45,21,1
49,5,200471,1,9,6,8,1,4,1,0,0,40,21,1
32,2,256609,11,8,6,5,1,4,1,0,0,40,40,1
49,2,176684,10,11,4,4,3,4,0,0,0,40,21,1
33,2,206512,14,10,0,0,4,4,1,0,0,40,21,1
28,2,212640,12,15,4,0,4,4,0,0,0,85,21,1
47,2,148724,1,9,6,1,1,3,1,0,0,40,21,1
41,2,266510,1,9,4,7,0,4,1,0,0,40,21,1
34,0,240252,9,14,6,4,1,4,1,0,0,40,21,0
25,2,358975,1,9,4,7,4,4,0,0,0,35,21,1
21,2,434710,14,10,4,1,4,4,0,0,0,15,21,1
46,2,241844,15,5,6,7,1,4,1,0,0,40,21,1
37,2,191342,4,2,6,8,1,1,1,0,0,40,15,1
41,2,221947,14,10,6,8,1,4,1,0,0,56,21,0
44,2,111483,1,9,4,10,0,4,1,0,1504,50,21,1
30,2,65278,1,9,6,9,1,4,1,0,0,40,21,0
54,2,133403,14,10,6,5,1,4,1,0,0,40,21,1
35,5,166416,1,9,6,12,1,4,1,0,0,99,21,1
21,2,221480,14,10,4,9,0,4,0,0,0,25,1,1
35,5,189878,9,14,6,1,1,4,1,0,0,40,21,0
35,2,278403,12,15,6,0,1,4,1,0,0,80,21,0
19,2,184710,14,10,4,8,0,4,1,0,0,20,21,1
48,2,177775,1,9,0,4,4,4,0,0,0,40,21,1
65,5,225473,14,10,1,8,4,4,0,0,0,35,21,1
40,2,289403,13,13,5,10,3,3,1,0,0,35,21,1
26,2,269060,1,9,4,10,4,4,0,0,0,40,21,1
45,2,449354,14,10,6,4,1,4,1,0,0,40,21,1
26,2,214413,14,10,4,8,0,4,1,0,0,40,21,1
32,2,80058,1,9,6,10,1,4,1,0,0,40,21,1
35,2,202027,13,13,0,4,4,4,1,27828,0,50,21,0
22,5,123440,14,10,4,8,4,4,1,0,0,48,21,1
37,2,191524,10,11,5,0,0,4,0,0,0,38,21,1
25,2,308144,13,13,4,8,4,4,1,0,0,40,40,1
46,2,205100,10,11,6,4,1,4,1,0,0,48,21,0
30,2,195750,1,9,4,13,0,4,1,0,0,27,21,1
63,2,149756,3,12,0,4,4,4,1,0,0,40,21,0
51,0,240358,1,9,6,2,1,4,1,0,0,40,21,0
68,5,241174,0,4,6,4,1,4,1,0,0,16,21,1
36,2,356838,5,16,6,0,1,4,1,0,0,50,11,1
28,6,115705,14,10,4,4,4,4,1,0,0,50,21,1
41,0,137142,14,10,6,1,1,4,1,0,0,40,21,1
47,2,296066,14,10,6,0,1,4,1,0,0,40,21,1
22,2,401335,14,10,4,7,3,3,0,0,0,30,21,1
34,6,186824,12,15,6,0,1,4,1,15024,0,40,21,0
46,4,162187,13,13,6,0,1,4,1,0,0,40,21,0
28,2,98010,14,10,3,10,0,4,0,0,0,40,21,1
36,2,172538,1,9,6,8,1,4,1,0,0,52,21,0
18,2,80163,14,10,4,1,0,4,0,0,0,20,21,1
33,0,43959,9,14,6,0,1,4,1,7688,0,50,21,0
51,2,162632,1,9,6,11,1,4,1,7298,0,60,21,0
56,5,115422,1,9,6,4,1,4,1,0,0,35,21,1
54,2,100933,1,9,4,10,3,4,0,0,0,40,21,1
29,2,270379,1,9,4,4,3,3,0,0,0,40,21,1
40,2,20109,14,10,0,13,4,2,0,0,0,84,21,1
53,2,114758,9,14,6,4,1,4,1,15024,0,65,21,0
22,2,100345,1,9,4,13,0,4,1,0,0,35,21,1
33,2,184901,1,9,6,5,1,4,1,0,0,40,21,0
28,2,87239,1,9,0,11,4,4,1,0,0,50,21,1
63,2,127363,14,10,6,0,2,4,0,0,0,12,21,1
53,4,199720,5,16,6,0,1,4,1,15024,0,60,36,0
37,2,143058,6,6,6,8,1,4,1,0,0,50,21,1
50,4,36489,14,10,0,4,3,4,1,0,0,40,21,1
22,2,141698,1,9,4,8,0,4,1,0,0,40,21,1
40,4,26358,3,12,4,10,4,4,0,0,0,40,21,1
22,2,195532,13,13,4,0,4,4,0,8614,0,40,21,0
21,2,30039,14,10,4,0,0,4,1,0,0,40,21,1
25,2,125159,3,12,6,13,1,3,1,0,0,40,32,1
20,2,246250,14,10,4,8,4,4,0,0,0,40,21,1
43,4,77370,1,9,6,11,1,4,1,0,0,40,21,1
29,2,355569,10,11,4,4,3,4,0,0,0,50,21,1
32,2,180603,13,13,6,1,1,4,1,0,0,40,21,0
42,2,201785,9,14,6,1,1,4,1,0,0,50,21,0
33,2,256211,1,9,6,5,1,1,1,0,0,40,37,1
27,2,146764,14,10,6,4,2,4,0,0,0,40,21,0
29,2,200515,14,10,6,5,1,4,1,0,0,38,21,1
29,2,52636,1,9,6,11,1,4,1,0,0,40,21,1
20,2,27049,14,10,4,4,0,4,0,0,0,20,21,1
35,2,111128,6,6,4,10,0,4,1,0,0,40,21,1
31,5,348038,13,13,6,0,1,4,1,0,1902,50,19,0
33,2,93930,1,9,4,8,4,4,1,0,0,50,21,1
67,2,397831,14,10,6,4,1,4,1,0,1539,40,21,1
46,2,33794,14,10,6,0,1,4,1,0,0,10,21,1
45,2,178215,15,5,6,5,2,4,0,0,0,40,21,0
17,0,191910,7,7,4,1,0,4,1,0,0,20,21,1
35,2,340110,13,13,6,4,1,4,1,0,1848,70,21,0
48,5,133694,13,13,3,4,4,3,1,0,0,40,32,0
49,2,148398,1,9,0,5,4,3,0,0,0,40,21,1
20,2,133515,14,10,4,1,5,4,0,0,0,40,21,1
27,2,181667,1,9,6,5,1,4,1,5013,0,46,11,1
64,2,159715,14,10,6,8,1,4,1,0,0,20,21,1
53,4,174040,14,10,5,8,4,3,1,0,0,40,21,1
52,2,117700,1,9,0,10,4,4,0,0,0,40,21,1
29,2,37215,1,9,6,8,1,4,1,0,0,55,21,1
32,6,46807,1,9,6,8,1,4,1,99999,0,40,21,0
48,5,317360,13,13,6,0,2,4,0,0,0,20,21,0
30,2,425627,14,10,4,8,5,4,1,0,0,40,40,1
34,2,82623,1,9,6,7,1,4,1,0,0,20,21,1
39,2,140854,1,9,4,0,4,4,1,0,0,50,21,1
28,2,185061,7,7,4,13,5,4,1,0,0,40,21,1
54,2,282680,13,13,4,0,4,4,0,0,0,50,21,1
24,2,137591,14,10,4,1,0,4,1,0,1762,40,21,1
25,2,198163,1,9,4,4,0,4,0,0,0,40,21,1
25,2,132749,7,7,0,7,3,4,0,0,0,12,21,1
48,0,31264,14,10,6,4,2,4,0,5178,0,40,21,0
24,2,399449,13,13,4,1,0,4,0,0,0,40,21,1
31,2,27494,14,10,6,1,1,1,1,0,0,50,4,1
47,2,368561,14,10,6,8,1,4,1,0,0,40,21,0
19,2,406078,14,10,4,10,0,4,0,0,0,25,21,1
52,6,100506,14,10,6,1,1,4,1,15024,0,50,21,0
52,2,29658,1,9,6,10,1,4,1,0,0,40,21,1
60,2,181953,1,9,6,11,1,4,1,0,0,28,21,1
43,2,304175,9,14,6,0,1,4,1,0,0,50,21,0
24,2,170070,3,12,0,7,0,4,0,0,0,30,21,1
51,2,194908,1,9,4,10,4,4,0,0,0,40,21,1
38,5,357962,15,5,0,8,4,4,1,0,0,40,21,1
21,2,214716,14,10,4,10,0,4,0,0,0,10,21,1
40,6,207578,1,9,6,10,1,4,1,0,0,50,21,0
54,2,146409,14,10,1,4,3,4,0,0,0,40,21,1
35,2,341643,13,13,4,7,5,4,1,0,0,50,21,1
52,2,131631,7,7,5,5,3,3,1,0,0,40,21,1
53,2,88842,1,9,6,4,1,4,1,99999,0,40,21,0
35,2,417136,1,9,0,8,3,3,1,0,0,40,21,1
43,5,336763,14,10,0,1,3,4,0,0,880,42,21,1
29,2,209301,13,13,6,8,1,4,1,0,0,40,11,1
29,2,120986,1,9,6,11,1,2,1,0,0,65,21,1
27,2,51025,1,9,4,7,4,4,0,0,0,40,21,1
58,2,218281,13,13,6,10,1,4,1,0,0,40,40,1
64,2,114994,1,9,6,13,1,4,1,0,0,18,21,1
53,2,335481,1,9,6,10,2,3,0,0,0,32,21,1
21,2,174503,1,9,4,10,4,4,0,0,0,30,21,1
40,5,230478,3,12,0,4,4,4,1,0,0,30,21,1
52,3,149650,5,16,6,0,1,4,1,0,0,40,26,0
38,2,149419,10,11,4,9,4,4,1,0,0,50,21,1
39,2,185099,1,9,6,4,1,4,1,0,0,40,21,1
68,2,128472,5,16,6,0,1,4,1,0,0,55,21,0
24,2,124971,1,9,4,1,4,4,1,0,0,38,21,1
40,6,344060,12,15,6,0,1,4,1,0,0,50,21,0
43,6,286750,12,15,6,0,1,3,1,0,0,99,21,0
38,2,296999,13,13,4,4,4,4,0,0,0,70,21,1
45,2,123681,1,9,6,1,1,4,1,0,0,40,21,0
18,2,232024,7,7,4,5,0,4,1,0,0,55,21,1
57,0,52267,9,14,6,4,1,4,1,0,0,50,21,0
49,2,119182,1,9,5,7,4,3,0,0,0,35,21,1
25,2,191230,14,10,4,4,0,4,0,0,0,40,24,1
52,4,23780,14,10,0,10,4,4,1,0,0,40,21,1
56,2,184553,6,6,0,8,4,4,1,0,0,56,21,1
26,6,242651,14,10,4,1,4,4,1,0,0,48,21,1
19,2,246226,1,9,4,8,4,4,0,0,0,40,21,1
25,6,86745,13,13,4,10,0,1,0,0,0,40,21,1
25,2,106889,1,9,6,10,2,4,0,0,0,30,21,1
21,2,460835,1,9,4,1,5,4,1,0,0,45,21,1
48,5,213140,0,4,6,8,1,4,1,0,0,40,5,1
33,3,37070,9,14,6,0,1,4,1,0,0,60,11,1
31,3,93589,1,9,0,2,0,0,1,0,0,40,21,1
26,5,213258,1,9,0,12,3,4,1,0,0,65,21,1
37,3,46814,13,13,4,0,4,4,1,0,0,38,21,1
20,2,284737,14,10,4,7,0,4,1,0,0,20,21,1
49,2,197418,1,9,1,10,3,4,0,0,0,20,21,1
49,2,185041,9,14,6,4,1,4,1,0,1977,40,21,0
51,2,159604,14,10,6,0,2,4,0,0,0,40,21,0
40,2,123557,14,10,6,1,1,4,1,0,0,40,21,1
24,2,275421,10,11,4,5,0,4,0,0,0,40,21,1
18,2,167147,11,8,4,1,0,4,1,0,0,24,21,1
41,2,197583,6,6,6,11,1,3,1,0,0,40,21,0
46,2,175109,1,9,6,10,1,4,1,0,1485,40,21,0
46,2,117502,1,9,6,10,2,4,0,0,0,40,21,1
64,2,180401,6,6,6,11,1,4,1,0,0,40,21,0
50,5,146603,12,15,6,0,1,4,1,0,0,40,21,0
53,3,143822,9,14,6,0,1,4,1,0,0,36,21,0
21,2,51985,1,9,4,8,4,4,1,0,0,40,21,1
22,3,48121,14,10,6,7,1,4,1,0,0,25,21,1
37,2,234807,13,13,0,4,3,4,0,7430,0,45,21,0
39,4,65324,12,15,4,0,4,4,1,0,0,55,21,0
30,2,302149,13,13,6,1,1,1,1,0,0,40,10,1
25,2,168403,13,13,4,0,4,4,1,0,1741,40,21,1
26,2,159897,14,10,4,4,3,3,0,0,0,40,21,1
43,2,416338,13,13,4,1,4,4,1,0,0,50,21,1
59,2,370615,1,9,1,10,3,4,0,0,0,60,21,1
27,2,219371,1,9,3,10,3,4,0,0,0,40,32,1
55,2,120970,6,6,6,8,1,3,1,0,0,40,21,0
20,2,22966,14,10,4,7,0,4,1,0,0,12,11,1
25,2,34541,10,11,4,0,4,4,0,0,0,36,11,1
28,2,191027,3,12,5,7,4,4,1,0,0,40,21,1
29,2,107458,13,13,4,1,4,4,1,0,0,50,21,1
60,2,121832,7,7,6,1,1,4,1,0,0,40,21,0
37,0,233825,13,13,6,0,2,4,0,15024,0,50,21,0
25,2,73839,7,7,0,1,0,4,0,0,0,40,21,1
27,2,109165,14,10,6,8,1,4,1,0,0,60,21,1
50,3,103063,13,13,6,4,1,4,1,0,0,40,21,0
41,5,29762,14,10,6,12,1,4,1,5013,0,70,21,1
46,2,111979,0,4,6,8,1,4,1,0,0,47,21,1
35,2,150125,10,11,0,7,3,3,0,0,0,40,21,1
40,2,118001,1,9,4,13,4,3,1,0,0,40,21,1
49,2,149337,13,13,6,4,1,4,1,0,0,40,21,0
29,2,36601,13,13,4,0,4,4,0,0,0,50,21,1
43,0,118600,13,13,0,0,3,4,0,0,625,40,21,1
39,2,279272,3,12,4,11,4,3,1,0,0,60,21,1
35,2,181020,1,9,4,13,0,4,1,0,0,60,21,1
52,2,165998,14,10,6,5,1,4,1,0,0,40,21,1
25,2,218136,14,10,4,13,4,3,1,0,0,40,22,1
20,6,182200,1,9,4,5,0,4,0,0,0,30,21,1
24,2,140001,13,13,4,4,4,4,1,0,0,40,21,1
29,2,193260,13,13,6,8,5,1,1,0,0,30,10,1
21,2,191243,14,10,4,7,0,4,1,0,0,40,21,1
37,4,207887,13,13,0,4,5,4,0,0,0,50,21,1
43,4,211450,1,9,4,10,0,4,1,0,0,40,21,1
19,2,184759,1,9,4,10,4,4,0,0,0,26,21,1
47,2,197836,1,9,6,1,1,4,1,0,0,45,21,1
61,2,232308,1,9,6,11,1,4,1,0,0,45,21,0
35,2,301614,1,9,6,7,1,4,1,0,0,60,21,1
60,2,146674,6,6,6,13,1,3,1,0,0,40,21,1
27,2,225291,14,10,4,10,4,4,0,0,0,40,21,1
57,0,148509,13,13,6,0,1,1,1,0,0,35,10,1
56,2,136413,4,2,6,8,1,4,1,0,0,40,21,1
27,2,126060,1,9,4,4,4,4,0,0,0,40,21,1
47,2,73064,0,4,6,5,2,3,0,0,0,35,21,1
19,2,39026,1,9,4,7,4,4,1,0,0,30,21,1
28,5,33035,11,8,0,7,3,4,0,0,0,30,21,1
43,2,193494,6,6,6,10,1,4,1,0,0,40,21,1
63,0,147440,14,10,0,4,4,4,0,0,0,35,21,1
25,2,64671,1,9,0,13,0,1,0,0,0,40,34,1
35,5,225399,1,9,4,5,0,4,1,8614,0,40,21,0
20,2,174391,1,9,4,13,0,4,0,0,0,40,21,1
48,2,377757,6,6,6,1,1,4,1,0,0,70,21,1
30,0,364310,13,13,4,0,4,3,0,0,0,40,36,1
31,2,110643,13,13,6,0,1,4,1,0,0,40,21,0
20,2,70240,1,9,4,1,0,1,0,0,0,24,34,1
57,3,32694,9,14,6,0,1,4,1,0,0,50,21,0
41,2,95047,10,11,6,10,2,4,0,7688,0,44,21,0
33,2,264936,1,9,0,10,5,4,0,0,0,40,21,1
27,2,367329,10,11,6,12,1,4,1,0,0,40,21,1
34,2,56026,1,9,6,12,1,4,1,0,0,60,21,0
22,2,186452,6,6,4,8,4,4,1,0,0,30,21,1
50,2,125417,3,12,6,4,2,3,0,0,0,40,21,0
40,5,242082,13,13,6,0,1,4,1,0,0,45,21,0
37,2,31023,1,9,6,8,1,4,1,0,0,51,21,1
53,2,424079,9,14,6,4,1,4,1,15024,0,55,21,0
38,5,108947,14,10,6,5,1,4,1,7688,0,40,21,0
25,3,261979,1,9,4,0,4,4,1,0,0,40,21,1
51,2,55507,1,9,6,8,1,3,1,0,0,40,21,1
18,2,353358,14,10,4,7,0,4,1,0,0,16,21,1
41,2,67339,7,7,6,13,1,4,1,7688,0,40,21,0
33,2,235109,1,9,4,10,3,4,0,0,0,40,21,1
33,2,208180,13,13,4,1,4,4,0,0,0,40,21,1
67,3,423561,14,10,6,11,1,4,1,0,0,40,21,1
47,5,145290,1,9,6,4,1,4,1,0,2415,50,21,0
24,2,403671,14,10,4,5,4,4,1,0,0,40,21,1
32,0,49325,0,4,6,7,1,4,1,0,0,40,21,1
29,2,370494,1,9,4,7,3,4,0,0,0,40,40,1
25,2,267012,10,11,4,1,4,4,1,0,0,45,21,1
33,2,191856,14,10,0,10,4,4,0,0,0,40,21,1
55,2,80445,13,13,6,8,1,4,1,0,0,40,21,1
31,2,379798,14,10,6,1,1,4,1,0,0,40,21,0
32,0,168387,9,14,6,0,1,4,1,0,0,50,21,1
18,2,301948,1,9,4,2,0,4,1,34095,0,3,21,1
36,2,274809,1,9,0,10,3,4,0,0,0,50,21,1
58,2,233193,1,9,1,10,4,4,0,0,0,27,21,1
34,2,299635,9,14,6,4,1,4,1,0,1902,50,21,0
19,2,236396,7,7,4,13,4,4,1,0,0,40,21,1
21,2,688355,1,9,4,10,3,3,0,0,0,40,21,1
36,6,37019,1,9,4,12,4,4,1,0,0,50,21,1
37,2,148015,13,13,6,0,2,3,0,15024,0,40,21,0
43,2,122975,1,9,6,5,2,3,0,0,0,21,29,1
52,3,349795,13,13,6,2,1,4,1,0,0,40,21,1
43,2,108945,14,10,0,0,3,4,0,0,0,38,21,1
22,2,237498,1,9,4,7,0,4,1,0,0,40,21,1
57,2,188872,8,3,0,11,3,4,1,6497,0,40,21,1
37,2,324019,3,12,4,10,4,4,0,0,0,40,21,1
39,2,82488,14,10,0,1,3,1,0,0,0,38,21,1
54,2,206964,14,10,6,1,1,4,1,0,0,40,21,0
27,2,37088,3,12,4,7,4,4,1,0,0,40,21,1
21,2,152540,1,9,4,10,4,4,0,0,0,35,21,1
65,2,143554,14,10,5,10,4,4,0,0,0,38,21,1
30,2,126242,14,10,6,7,2,4,0,0,0,40,21,1
22,2,127185,15,5,4,5,4,4,0,0,0,40,21,1
26,2,164018,13,13,6,1,1,4,1,4064,0,50,21,1
25,2,210184,7,7,5,8,0,4,1,0,0,40,21,1
47,2,124973,10,11,6,4,1,4,1,15024,0,50,21,0
23,2,182117,3,12,4,7,0,4,1,0,0,60,21,1
42,2,220049,1,9,6,1,1,3,1,0,0,40,21,0
39,5,247975,14,10,4,8,4,1,1,0,0,30,21,1
55,2,50164,5,16,6,4,1,4,1,0,0,60,21,0
24,3,123160,9,14,3,0,4,1,0,0,0,10,3,1
53,2,79324,1,9,6,8,1,4,1,0,0,40,21,0
44,2,129100,7,7,5,7,3,3,0,0,0,60,21,1
40,2,210275,1,9,5,11,3,3,0,0,0,40,21,1
48,2,189462,14,10,6,8,1,4,1,7688,0,40,21,0
26,2,171114,10,11,5,10,3,4,0,0,0,35,21,1
22,2,201799,1,9,4,1,0,4,0,0,0,40,21,1
43,2,191149,1,9,0,4,4,4,0,0,0,40,21,1
37,0,34173,1,9,6,7,2,4,0,0,0,25,21,1
30,2,350979,1,9,6,8,1,1,1,0,0,40,16,1
41,2,147314,1,9,6,1,1,2,1,0,0,50,21,1
38,2,136081,12,15,6,0,1,4,1,0,0,60,21,0
42,5,373403,1,9,6,12,1,4,1,0,0,50,21,1
20,2,120601,1,9,4,11,0,3,1,0,0,40,21,1
36,2,130926,13,13,0,10,4,4,0,3674,0,40,21,1
32,4,72338,10,11,4,0,5,1,1,0,0,40,21,1
27,2,129624,13,13,6,4,1,4,1,0,0,40,21,0
25,3,328697,14,10,0,2,5,4,1,0,0,45,21,1
40,2,191196,9,14,4,4,4,4,1,0,0,40,21,1
49,2,110243,13,13,6,4,1,4,1,0,0,45,21,0
17,2,181580,7,7,4,7,0,4,0,0,0,16,21,1
29,2,89030,1,9,4,1,3,4,0,0,0,40,21,1
47,2,345493,12,15,6,0,1,1,1,99999,0,55,4,0
24,5,277700,14,10,5,13,0,4,1,0,0,45,21,1
29,2,250679,1,9,4,8,4,4,1,0,0,40,21,1
45,2,168837,14,10,6,10,2,4,0,0,0,24,11,0
30,2,142675,11,8,6,8,1,4,1,0,0,50,21,1
19,2,299050,14,10,4,10,0,4,1,0,0,20,21,1
59,2,107833,6,6,6,11,1,4,1,0,1485,40,21,0
47,2,121958,0,4,3,7,3,4,0,0,0,30,21,1
41,2,282948,14,10,6,9,1,3,1,3137,0,40,21,1
28,2,176683,3,12,4,0,0,4,1,0,0,40,30,1
46,2,34377,3,12,6,8,1,4,1,0,0,40,21,0
40,5,209833,14,10,6,8,1,4,1,0,0,60,21,1
66,3,41506,6,6,0,7,4,3,0,0,0,40,21,1
44,5,147206,14,10,4,8,0,4,1,0,0,12,21,1
58,5,93664,1,9,6,4,1,4,1,15024,0,60,21,0
21,2,315065,0,4,4,7,5,4,1,0,0,48,40,1
59,2,381851,15,5,1,7,3,3,0,0,0,40,21,1
35,0,185769,14,10,6,7,1,4,1,0,0,40,21,1
45,2,186272,15,5,6,10,1,3,1,5178,0,40,21,0
30,2,312667,1,9,6,11,1,4,1,0,0,40,21,1
33,2,343925,1,9,4,13,4,3,1,0,0,40,32,1
26,2,195994,14,10,4,1,4,4,0,0,0,15,21,1
48,2,398843,14,10,5,1,3,3,0,0,0,35,21,1
31,2,73514,1,9,4,1,0,1,0,0,0,40,21,1
36,2,288049,1,9,6,4,1,4,1,0,0,45,21,1
48,2,54759,1,9,0,0,3,4,0,0,0,38,21,1
30,2,155343,1,9,6,8,1,4,1,5013,0,40,21,1
33,2,401104,1,9,6,13,1,4,1,0,0,50,21,0
53,2,113995,13,13,6,4,1,4,1,0,0,45,21,0
38,2,111499,14,10,6,11,1,4,1,7298,0,50,21,0
34,2,34374,14,10,4,7,4,4,1,0,0,50,21,1
45,2,162187,13,13,6,1,1,4,1,0,0,52,21,0
33,0,147654,10,11,6,0,1,4,1,0,0,60,21,1
35,2,182467,10,11,6,8,2,4,0,0,0,44,21,1
22,2,183970,1,9,4,13,0,3,1,0,0,40,21,1
35,2,332588,1,9,0,7,3,4,0,0,0,30,21,1
45,2,26781,1,9,6,0,1,2,1,0,0,8,21,1
17,2,48610,7,7,4,12,0,4,1,0,0,45,21,1
50,2,162632,1,9,6,4,1,4,1,0,0,45,21,1
38,0,91711,13,13,6,0,1,4,1,0,0,50,21,0
33,2,198003,14,10,6,8,1,4,1,7298,0,50,21,0
25,2,262778,13,13,4,1,4,4,0,6849,0,50,21,1
64,2,102470,1,9,6,8,1,4,1,0,0,40,21,1
62,5,123170,14,10,6,4,1,4,1,0,0,10,21,1
32,2,164243,1,9,6,9,1,4,1,0,0,60,21,0
17,2,262511,7,7,4,1,0,4,1,0,0,20,21,1
61,2,51170,1,9,6,8,1,4,1,0,0,55,21,1
40,3,91949,5,16,4,0,4,3,0,0,0,40,21,1
21,2,123727,1,9,4,4,5,4,0,0,0,40,21,1
39,2,173175,13,13,6,4,1,4,1,15024,0,50,21,0
35,5,120301,14,10,6,4,1,4,1,0,0,45,21,1
29,2,250967,10,11,6,0,1,4,1,0,0,40,21,1
27,4,285432,3,12,4,11,4,3,1,0,0,40,21,1
20,2,36235,3,12,4,10,4,4,0,0,0,40,21,1
51,0,110965,9,14,4,0,0,4,1,0,0,40,21,1
45,2,123283,1,9,5,5,3,3,0,0,0,15,21,1
31,2,152940,14,10,6,8,1,4,1,0,0,40,21,1
29,2,376680,1,9,4,9,0,3,1,0,0,40,21,1
56,2,231232,13,13,6,10,1,4,1,0,0,30,11,1
55,5,168625,14,10,0,9,4,4,0,0,0,12,21,0
26,2,33939,14,10,4,9,0,4,1,0,0,20,21,1
46,2,155659,14,10,6,8,1,4,1,15024,0,45,21,0
32,0,190228,1,9,6,7,1,4,1,0,0,40,21,1
28,2,216178,1,9,6,1,1,4,1,0,0,40,21,1
27,2,587310,0,4,4,7,5,4,1,0,0,35,23,1
23,2,155919,15,5,3,8,4,4,1,0,0,40,40,1
59,2,227386,6,6,6,8,1,4,1,0,0,40,21,1
26,2,138152,11,8,4,8,5,0,1,0,0,48,23,1
36,2,167482,6,6,4,13,4,4,1,0,0,40,21,1
18,2,57957,1,9,4,1,0,4,0,0,0,15,21,1
33,2,157747,15,5,0,13,4,4,1,0,0,70,21,1
60,5,88570,10,11,6,11,2,4,0,0,0,15,36,0
40,2,273308,1,9,0,5,3,4,0,0,0,48,40,1
48,2,216292,1,9,6,12,1,4,1,0,0,43,21,1
27,5,131298,6,6,6,8,1,4,1,0,0,48,21,1
19,2,386378,14,10,4,7,0,4,1,0,0,20,21,1
38,2,179668,13,13,6,0,1,4,1,0,0,50,21,0
26,2,210812,14,10,0,8,4,4,1,0,0,43,21,1
45,4,311671,10,11,6,2,1,4,1,3908,0,40,21,1
20,2,215247,14,10,4,10,0,4,0,0,0,20,21,1
32,4,125856,1,9,0,8,3,4,1,0,0,40,21,1
22,2,74631,14,10,4,13,0,4,0,0,0,13,21,1
22,2,24008,1,9,4,10,4,4,1,0,0,40,21,1
38,3,354591,1,9,4,7,3,3,0,114,0,38,21,1
34,2,155343,1,9,6,8,1,4,1,0,1848,50,21,0
46,2,308334,4,2,1,7,3,0,0,0,0,30,40,1
39,2,245361,13,13,0,4,4,4,0,0,0,25,21,1
79,5,158319,1,9,1,7,4,4,0,0,0,24,21,1
24,2,314823,1,9,4,1,0,4,1,0,0,40,0,1
31,2,211334,14,10,6,8,1,4,1,2407,0,65,21,1
37,5,73199,13,13,6,1,1,1,1,3137,0,77,8,1
23,2,126550,1,9,4,8,5,4,1,0,0,40,21,1
31,2,260782,14,10,6,11,1,4,1,0,1579,45,17,1
29,2,114224,13,13,6,0,1,4,1,0,0,40,21,0
22,3,64292,13,13,4,0,0,4,0,0,0,43,21,1
55,0,219775,1,9,0,7,3,4,0,0,0,38,21,1
43,2,212894,1,9,0,8,5,4,1,0,0,40,21,1
23,2,260019,0,4,4,12,3,0,1,0,0,36,40,1
29,2,228075,1,9,4,10,3,4,1,0,0,35,40,1
22,2,239806,10,11,4,7,5,4,0,0,0,40,40,1
22,2,324637,14,10,4,1,4,4,1,0,0,42,21,1
25,2,163620,1,9,6,4,1,4,1,7298,0,84,21,0
29,2,194200,14,10,4,5,0,4,1,0,0,45,21,1
25,3,129200,14,10,4,11,4,3,1,0,0,40,21,1
33,4,207172,1,9,4,4,4,4,0,0,0,40,21,1
33,2,135312,13,13,4,0,4,4,1,0,0,40,21,0
31,2,100734,5,16,4,0,4,4,0,0,0,28,21,1
30,0,226443,9,14,6,0,1,4,1,0,1887,45,21,0
55,2,110871,13,13,6,1,1,4,1,0,0,40,21,1
36,2,192704,11,8,4,4,4,4,1,4650,0,50,21,1
28,2,78870,13,13,4,1,4,4,1,8614,0,40,21,0
42,2,107762,9,14,6,0,1,4,1,0,0,40,21,0
51,2,183611,3,12,0,4,3,4,1,0,0,55,36,1
62,0,249078,13,13,0,0,4,3,0,0,0,40,21,1
65,6,208452,14,10,6,1,1,4,1,0,0,35,21,0
23,2,302195,13,13,6,0,1,4,1,0,0,40,21,1
47,2,379118,0,4,6,8,1,3,1,0,0,60,21,0
50,6,174855,1,9,0,4,3,4,0,0,0,40,21,1
32,5,39369,13,13,6,8,1,4,1,0,0,40,21,1
37,4,196348,14,10,6,5,1,4,1,0,0,40,21,1
31,2,340917,1,9,4,8,3,4,1,14344,0,40,21,0
76,2,97077,6,6,1,1,3,3,0,0,0,12,21,1
54,2,200098,13,13,0,1,4,3,0,0,0,60,21,1
32,4,127651,13,13,6,0,1,4,1,0,0,40,21,0
31,2,315128,14,10,4,10,4,4,0,0,0,52,21,1
31,4,206823,13,13,0,2,4,4,1,0,0,50,21,0
65,5,316093,12,15,0,0,4,4,1,0,1668,40,21,1
30,2,112115,1,9,6,5,1,4,1,0,0,60,39,0
21,2,250051,14,10,4,0,0,4,0,0,0,10,21,1
40,4,298635,9,14,6,9,1,1,1,0,1902,40,34,0
26,3,109193,14,10,4,8,4,4,0,0,0,40,21,1
18,2,130849,7,7,4,7,0,4,0,0,0,8,21,1
34,0,43959,1,9,6,7,1,4,1,0,0,50,21,1
44,5,27242,14,10,4,12,0,4,1,0,0,60,21,1
30,2,53158,3,12,4,9,4,4,0,0,0,40,21,1
36,5,206520,13,13,4,8,0,4,1,0,0,40,21,1
31,2,164190,14,10,6,0,1,4,1,0,0,50,21,0
22,2,287988,14,10,4,1,4,4,1,0,0,20,21,1
23,2,83891,1,9,4,1,0,1,1,0,0,40,21,1
49,2,65087,9,14,6,4,1,4,1,15024,0,50,21,0
