,WKf,WKr,WRf,WRr,BKf,BKr,WIN
6592,1,4,7,7,4,2,8
6593,1,4,7,7,2,1,8
6594,1,4,7,7,2,2,8
6595,1,4,7,7,0,1,8
6596,1,4,7,7,0,2,8
6597,1,4,7,7,7,1,8
6598,1,4,7,8,4,1,8
6599,1,4,7,8,4,2,8
6600,1,4,7,8,2,1,8
6601,1,4,7,8,2,2,8
6602,1,4,7,8,0,1,8
6603,1,4,7,8,0,2,8
6604,1,4,7,8,7,1,8
6605,0,1,6,3,2,2,9
6606,0,1,6,3,3,2,9
6607,0,1,6,3,5,1,9
6608,0,1,6,3,5,2,9
6609,0,1,6,3,7,1,9
6610,0,1,6,3,7,2,9
6611,0,1,4,3,3,2,9
6612,0,1,4,3,5,1,9
6613,0,1,4,3,5,2,9
6614,0,1,4,3,7,1,9
6615,0,1,4,3,7,2,9
6616,0,1,2,3,5,1,9
6617,0,1,2,3,5,2,9
6618,0,1,2,3,7,1,9
6619,0,1,2,3,7,2,9
6620,0,1,0,3,5,1,9
6621,0,1,0,3,5,2,9
6622,0,1,0,3,7,1,9
6623,0,1,0,3,7,2,9
6624,0,1,3,2,2,1,9
6625,0,1,5,1,7,8,9
6626,0,1,5,8,7,1,9
6627,3,1,6,1,5,1,9
6628,3,1,6,1,7,1,9
6629,3,1,6,3,0,1,9
6630,3,1,6,3,3,1,9
6631,3,1,6,3,3,2,9
6632,3,1,6,4,5,1,9
6633,3,1,6,4,7,1,9
6634,3,1,6,4,7,2,9
6635,3,1,6,4,7,3,9
6636,3,1,6,5,5,1,9
6637,3,1,6,5,7,1,9
6638,3,1,6,6,5,1,9
6639,3,1,6,6,7,1,9
6640,3,1,6,7,5,1,9
6641,3,1,6,7,7,1,9
6642,3,1,6,7,7,8,9
6643,3,1,6,8,5,1,9
6644,3,1,6,8,7,1,9
6645,3,1,4,3,0,1,9
6646,3,1,4,3,3,1,9
6647,3,1,4,3,3,2,9
6648,3,1,4,4,5,1,9
6649,3,1,4,4,7,1,9
6650,3,1,4,4,7,2,9
6651,3,1,4,4,7,3,9
6652,3,1,4,5,5,1,9
6653,3,1,4,5,7,1,9
6654,3,1,4,6,5,1,9
6655,3,1,4,6,7,1,9
6656,3,1,4,7,5,1,9
6657,3,1,4,7,7,1,9
6658,3,1,4,8,5,1,9
6659,3,1,4,8,7,1,9
6660,3,1,2,1,6,7,9
6661,3,1,2,1,6,8,9
6662,3,1,2,1,4,7,9
6663,3,1,2,1,4,8,9
6664,3,1,2,1,5,1,9
6665,3,1,2,1,7,1,9
6666,3,1,2,2,6,7,9
6667,3,1,2,2,6,8,9
6668,3,1,2,2,4,3,9
6669,3,1,2,2,4,5,9
6670,3,1,2,2,4,7,9
6671,3,1,2,2,4,8,9
6672,3,1,2,3,6,7,9
6673,3,1,2,3,6,8,9
6674,3,1,2,3,4,7,9
6675,3,1,2,3,4,8,9
6676,3,1,2,3,0,1,9
6677,3,1,2,3,3,1,9
6678,3,1,2,3,3,2,9
6679,3,1,2,4,6,7,9
6680,3,1,2,4,6,8,9
6681,3,1,2,4,4,7,9
6682,3,1,2,4,4,8,9
6683,3,1,2,4,5,1,9
6684,3,1,2,4,7,1,9
6685,3,1,2,4,7,2,9
6686,3,1,2,4,7,3,9
6687,3,1,2,5,5,1,9
6688,3,1,2,5,7,1,9
6689,3,1,2,6,5,1,9
6690,3,1,2,6,7,1,9
6691,3,1,2,7,5,1,9
6692,3,1,2,7,7,1,9
6693,3,1,2,8,5,1,9
6694,3,1,2,8,7,1,9
6695,3,1,0,1,5,1,9
6696,3,1,0,1,7,1,9
6697,3,1,0,4,5,1,9
6698,3,1,0,4,7,1,9
6699,3,1,0,4,7,2,9
6700,3,1,0,4,7,3,9
6701,3,1,0,5,5,1,9
6702,3,1,0,5,7,1,9
6703,3,1,0,6,5,1,9
6704,3,1,0,6,7,1,9
6705,3,1,0,7,5,1,9
6706,3,1,0,7,7,1,9
6707,3,1,0,8,5,1,9
6708,3,1,0,8,7,1,9
6709,3,1,3,3,0,1,9
6710,3,1,3,3,3,1,9
6711,3,1,3,3,1,1,9
6712,3,1,3,3,5,1,9
6713,3,1,3,3,5,2,9
6714,3,1,3,4,1,1,9
6715,3,1,3,4,5,1,9
6716,3,1,3,4,7,1,9
6717,3,1,3,4,7,2,9
6718,3,1,3,4,7,3,9
6719,3,1,1,3,5,1,9
6720,3,1,1,3,7,1,9
6721,3,1,1,3,7,2,9
6722,3,1,5,1,7,3,9
6723,3,1,5,1,7,5,9
6724,3,1,5,1,7,6,9
6725,3,1,5,1,7,8,9
6726,3,1,5,2,7,5,9
6727,3,1,5,2,7,7,9
6728,3,1,5,2,7,8,9
6729,3,1,5,3,0,1,9
6730,3,1,5,3,0,2,9
6731,3,1,5,3,3,1,9
6732,3,1,5,3,3,2,9
6733,3,1,5,3,1,1,9
6734,3,1,5,3,5,1,9
6735,3,1,5,3,7,7,9
6736,3,1,5,3,7,8,9
6737,3,1,5,4,7,1,9
6738,3,1,5,4,7,8,9
6739,3,1,5,5,7,1,9
6740,3,1,5,5,7,8,9
6741,3,1,5,6,7,1,9
6742,3,1,5,6,7,2,9
6743,3,1,5,6,7,8,9
6744,3,1,5,7,7,1,9
6745,3,1,5,7,7,2,9
6746,3,1,5,7,7,4,9
6747,3,1,5,8,7,1,9
6748,3,1,5,8,7,3,9
6749,3,1,5,8,7,4,9
6750,3,1,5,8,7,6,9
6751,3,1,7,3,0,1,9
6752,3,1,7,3,0,2,9
6753,3,1,7,3,3,1,9
6754,3,1,7,3,3,2,9
6755,3,1,7,3,1,1,9
6756,3,1,7,3,1,2,9
6757,3,1,7,3,5,1,9
6758,3,1,7,3,7,1,9
6759,3,1,7,7,6,8,9
6760,3,2,6,1,5,1,9
6761,3,2,6,1,7,1,9
6762,3,2,6,2,5,1,9
6763,3,2,6,2,7,1,9
6764,3,2,6,3,0,1,9
6765,3,2,6,3,0,2,9
6766,3,2,6,3,3,1,9
6767,3,2,6,3,3,2,9
6768,3,2,6,4,5,1,9
6769,3,2,6,4,7,1,9
6770,3,2,6,4,7,2,9
6771,3,2,6,4,7,3,9
6772,3,2,6,5,5,1,9
6773,3,2,6,5,7,1,9
6774,3,2,6,6,5,1,9
6775,3,2,6,6,7,1,9
6776,3,2,6,7,5,1,9
6777,3,2,6,7,7,1,9
6778,3,2,6,8,5,1,9
6779,3,2,6,8,7,1,9
6780,3,2,4,3,0,1,9
6781,3,2,4,3,0,2,9
6782,3,2,4,3,3,1,9
6783,3,2,4,3,3,2,9
6784,3,2,4,4,5,1,9
6785,3,2,4,4,7,1,9
6786,3,2,4,4,7,2,9
6787,3,2,4,4,7,3,9
6788,3,2,4,5,5,1,9
6789,3,2,4,5,7,1,9
6790,3,2,4,6,5,1,9
6791,3,2,4,6,7,1,9
6792,3,2,4,7,5,1,9
6793,3,2,4,7,7,1,9
6794,3,2,4,8,5,1,9
6795,3,2,4,8,7,1,9
6796,3,2,2,1,5,1,9
6797,3,2,2,1,7,1,9
6798,3,2,2,3,0,1,9
6799,3,2,2,3,3,1,9
6800,3,2,2,3,3,2,9
6801,3,2,2,4,5,1,9
6802,3,2,2,4,7,1,9
6803,3,2,2,4,7,2,9
6804,3,2,2,4,7,3,9
6805,3,2,2,5,5,1,9
6806,3,2,2,5,7,1,9
6807,3,2,2,6,5,1,9
6808,3,2,2,6,7,1,9
6809,3,2,2,7,5,1,9
6810,3,2,2,7,7,1,9
6811,3,2,2,8,5,1,9
6812,3,2,2,8,7,1,9
6813,3,2,0,1,5,1,9
6814,3,2,0,1,7,1,9
6815,3,2,0,4,5,1,9
6816,3,2,0,4,7,1,9
6817,3,2,0,4,7,2,9
6818,3,2,0,4,7,3,9
6819,3,2,0,5,5,1,9
6820,3,2,0,5,7,1,9
6821,3,2,0,6,5,1,9
6822,3,2,0,6,7,1,9
6823,3,2,0,7,5,1,9
6824,3,2,0,7,7,1,9
6825,3,2,0,8,5,1,9
6826,3,2,0,8,7,1,9
6827,3,2,3,3,0,1,9
6828,3,2,3,3,3,1,9
6829,3,2,3,3,1,1,9
6830,3,2,3,3,5,1,9
6831,3,2,3,3,5,2,9
6832,3,2,3,4,1,1,9
6833,3,2,3,4,5,1,9
6834,3,2,3,4,7,1,9
6835,3,2,3,4,7,2,9
6836,3,2,3,4,7,3,9
6837,3,2,1,3,5,1,9
6838,3,2,1,3,7,1,9
6839,3,2,1,3,7,2,9
6840,3,2,5,1,7,3,9
6841,3,2,5,1,7,5,9
6842,3,2,5,1,7,6,9
6843,3,2,5,1,7,8,9
6844,3,2,5,2,7,5,9
6845,3,2,5,2,7,7,9
6846,3,2,5,2,7,8,9
6847,3,2,5,3,0,1,9
6848,3,2,5,3,0,2,9
6849,3,2,5,3,3,1,9
6850,3,2,5,3,3,2,9
6851,3,2,5,3,1,1,9
6852,3,2,5,3,5,1,9
6853,3,2,5,3,7,7,9
6854,3,2,5,3,7,8,9
6855,3,2,5,4,7,1,9
6856,3,2,5,4,7,8,9
6857,3,2,5,5,7,1,9
6858,3,2,5,5,7,8,9
6859,3,2,5,6,7,1,9
6860,3,2,5,6,7,2,9
6861,3,2,5,6,7,8,9
6862,3,2,5,7,7,1,9
6863,3,2,5,7,7,2,9
6864,3,2,5,7,7,4,9
6865,3,2,5,8,7,1,9
6866,3,2,5,8,7,3,9
6867,3,2,5,8,7,4,9
6868,3,2,5,8,7,6,9
6869,3,2,7,3,0,1,9
6870,3,2,7,3,0,2,9
6871,3,2,7,3,3,1,9
6872,3,2,7,3,3,2,9
6873,3,2,7,3,1,1,9
6874,3,2,7,3,1,2,9
6875,3,2,7,3,5,1,9
6876,3,2,7,3,7,1,9
6877,2,1,6,1,3,1,9
6878,2,1,6,1,1,1,9
6879,2,1,6,1,5,1,9
6880,2,1,6,1,7,2,9
6881,2,1,6,2,7,2,9
6882,2,1,6,4,1,2,9
6883,2,1,6,4,1,3,9
6884,2,1,6,5,3,1,9
6885,2,1,6,5,1,1,9
6886,2,1,6,5,5,1,9
6887,2,1,6,5,7,2,9
6888,2,1,6,6,3,1,9
6889,2,1,6,6,1,1,9
6890,2,1,6,6,5,1,9
6891,2,1,6,6,7,2,9
6892,2,1,6,7,3,1,9
6893,2,1,6,7,1,1,9
6894,2,1,6,7,5,1,9
6895,2,1,6,7,7,2,9
6896,2,1,6,7,7,8,9
6897,2,1,6,8,3,1,9
6898,2,1,6,8,1,1,9
6899,2,1,6,8,5,1,9
6900,2,1,6,8,7,2,9
6901,2,1,4,1,3,1,9
6902,2,1,4,1,1,1,9
6903,2,1,4,1,5,1,9
6904,2,1,4,1,7,2,9
6905,2,1,4,2,7,2,9
6906,2,1,4,4,1,2,9
6907,2,1,4,4,1,3,9
6908,2,1,4,5,6,2,9
6909,2,1,4,5,3,1,9
6910,2,1,4,5,1,1,9
6911,2,1,4,5,5,1,9
6912,2,1,4,5,7,2,9
6913,2,1,4,6,6,2,9
6914,2,1,4,6,6,4,9
6915,2,1,4,6,3,1,9
6916,2,1,4,6,1,1,9
6917,2,1,4,6,5,1,9
6918,2,1,4,6,7,2,9
6919,2,1,4,7,6,2,9
6920,2,1,4,7,6,4,9
6921,2,1,4,7,3,1,9
6922,2,1,4,7,1,1,9
6923,2,1,4,7,5,1,9
6924,2,1,4,7,7,2,9
6925,2,1,4,8,3,1,9
6926,2,1,4,8,1,1,9
6927,2,1,4,8,5,1,9
6928,2,1,4,8,7,2,9
6929,2,1,2,2,6,7,9
6930,2,1,2,2,6,8,9
6931,2,1,2,2,4,7,9
6932,2,1,2,2,4,8,9
6933,2,1,2,2,7,2,9
6934,2,1,2,3,6,7,9
6935,2,1,2,3,6,8,9
6936,2,1,2,3,4,7,9
6937,2,1,2,3,4,8,9
6938,2,1,2,4,6,7,9
6939,2,1,2,4,6,8,9
6940,2,1,2,4,4,7,9
6941,2,1,2,4,4,8,9
6942,2,1,2,4,1,2,9
6943,2,1,2,4,1,3,9
6944,2,1,2,5,3,1,9
6945,2,1,2,5,1,1,9
6946,2,1,2,5,5,1,9
6947,2,1,2,5,7,2,9
6948,2,1,2,6,3,1,9
6949,2,1,2,6,1,1,9
6950,2,1,2,6,5,1,9
6951,2,1,2,6,7,2,9
6952,2,1,2,7,3,1,9
6953,2,1,2,7,1,1,9
6954,2,1,2,7,5,1,9
6955,2,1,2,7,7,2,9
6956,2,1,2,8,3,1,9
6957,2,1,2,8,1,1,9
6958,2,1,2,8,5,1,9
6959,2,1,2,8,7,2,9
6960,2,1,0,1,7,2,9
6961,2,1,0,2,7,2,9
6962,2,1,0,5,7,2,9
6963,2,1,0,6,7,2,9
6964,2,1,0,7,7,2,9
6965,2,1,0,8,7,2,9
6966,2,1,1,4,5,2,9
6967,2,1,1,4,7,2,9
6968,2,1,1,4,7,3,9
6969,2,1,1,5,5,1,9
6970,2,1,1,5,7,1,9
6971,2,1,5,1,7,3,9
6972,2,1,5,2,7,4,9
6973,2,1,5,2,7,5,9
6974,2,1,5,3,7,5,9
6975,2,1,5,3,7,6,9
6976,2,1,5,4,3,1,9
6977,2,1,5,4,1,1,9
6978,2,1,5,4,7,2,9
6979,2,1,5,4,7,6,9
6980,2,1,5,5,7,2,9
6981,2,1,5,5,7,3,9
6982,2,1,5,5,7,8,9
6983,2,1,5,6,7,2,9
6984,2,1,5,6,7,4,9
6985,2,1,5,6,7,8,9
6986,2,1,5,7,7,2,9
6987,2,1,5,7,7,4,9
6988,2,1,5,8,7,4,9
6989,2,1,5,8,7,6,9
6990,2,1,7,1,3,1,9
6991,2,1,7,4,3,1,9
6992,2,1,7,4,1,1,9
6993,2,1,7,4,5,1,9
6994,2,1,7,4,5,2,9
6995,2,1,7,4,7,1,9
6996,2,1,7,4,7,2,9
6997,2,1,7,5,3,1,9
6998,2,1,7,6,3,1,9
6999,2,1,7,7,6,8,9
7000,2,1,7,7,3,1,9
7001,2,1,7,8,3,1,9
7002,2,2,6,1,7,2,9
7003,2,2,6,2,7,2,9
7004,2,2,6,3,6,7,9
7005,2,2,6,3,6,8,9
7006,2,2,6,4,6,7,9
7007,2,2,6,4,6,8,9
7008,2,2,6,4,3,2,9
7009,2,2,6,4,1,2,9
7010,2,2,6,4,1,3,9
7011,2,2,6,5,7,2,9
7012,2,2,6,6,7,2,9
7013,2,2,6,7,2,8,9
7014,2,2,6,7,3,8,9
7015,2,2,6,7,1,8,9
7016,2,2,6,7,7,2,9
7017,2,2,6,7,7,8,9
7018,2,2,6,8,7,2,9
7019,2,2,4,1,7,2,9
7020,2,2,4,2,7,2,9
7021,2,2,4,4,3,2,9
7022,2,2,4,4,1,2,9
7023,2,2,4,4,1,3,9
7024,2,2,4,5,7,2,9
7025,2,2,4,6,7,2,9
7026,2,2,4,7,3,8,9
7027,2,2,4,7,5,8,9
7028,2,2,4,7,7,2,9
7029,2,2,4,7,7,8,9
7030,2,2,4,8,7,2,9
7031,2,2,2,1,5,1,9
7032,2,2,2,1,7,1,9
7033,2,2,2,3,6,3,9
7034,2,2,2,3,6,4,9
7035,2,2,2,3,6,5,9
7036,2,2,2,3,4,5,9
7037,2,2,2,4,3,2,9
7038,2,2,2,4,1,2,9
7039,2,2,2,4,1,3,9
7040,2,2,2,5,6,3,9
7041,2,2,2,5,6,4,9
7042,2,2,2,5,6,5,9
7043,2,2,2,5,6,6,9
7044,2,2,2,5,6,7,9
7045,2,2,2,5,4,7,9
7046,2,2,2,5,7,2,9
7047,2,2,2,6,6,3,9
7048,2,2,2,6,6,7,9
7049,2,2,2,6,6,8,9
7050,2,2,2,6,4,8,9
7051,2,2,2,6,7,2,9
7052,2,2,2,7,6,3,9
7053,2,2,2,7,6,4,9
7054,2,2,2,7,6,5,9
7055,2,2,2,7,6,6,9
7056,2,2,2,7,6,7,9
7057,2,2,2,7,4,4,9
7058,2,2,2,7,4,5,9
7059,2,2,2,7,5,8,9
7060,2,2,2,7,7,2,9
7061,2,2,2,7,7,8,9
7062,2,2,2,8,6,3,9
7063,2,2,2,8,6,4,9
7064,2,2,2,8,6,5,9
7065,2,2,2,8,6,6,9
7066,2,2,2,8,6,7,9
7067,2,2,2,8,6,8,9
7068,2,2,2,8,4,4,9
7069,2,2,2,8,4,5,9
7070,2,2,2,8,4,6,9
7071,2,2,2,8,7,2,9
7072,2,2,0,1,6,8,9
7073,2,2,0,1,4,8,9
7074,2,2,0,1,2,8,9
7075,2,2,0,1,3,1,9
7076,2,2,0,1,1,1,9
7077,2,2,0,1,5,1,9
7078,2,2,0,1,7,2,9
7079,2,2,0,2,6,8,9
7080,2,2,0,2,4,8,9
7081,2,2,0,2,2,8,9
7082,2,2,0,2,7,2,9
7083,2,2,0,3,6,3,9
7084,2,2,0,3,6,7,9
7085,2,2,0,3,6,8,9
7086,2,2,0,3,4,8,9
7087,2,2,0,3,2,8,9
7088,2,2,0,4,6,7,9
7089,2,2,0,4,6,8,9
7090,2,2,0,4,4,8,9
7091,2,2,0,4,2,8,9
7092,2,2,0,4,3,2,9
7093,2,2,0,4,1,2,9
7094,2,2,0,4,1,3,9
7095,2,2,0,5,6,5,9
7096,2,2,0,5,6,6,9
7097,2,2,0,5,6,7,9
7098,2,2,0,5,6,8,9
7099,2,2,0,5,4,8,9
7100,2,2,0,5,2,8,9
7101,2,2,0,5,3,1,9
7102,2,2,0,5,1,1,9
7103,2,2,0,5,5,1,9
7104,2,2,0,5,7,2,9
7105,2,2,0,6,3,1,9
7106,2,2,0,6,1,1,9
7107,2,2,0,6,5,1,9
7108,2,2,0,6,7,2,9
7109,2,2,0,7,6,8,9
7110,2,2,0,7,3,1,9
7111,2,2,0,7,1,1,9
7112,2,2,0,7,5,1,9
7113,2,2,0,7,7,2,9
7114,2,2,0,7,7,8,9
7115,2,2,0,8,3,1,9
7116,2,2,0,8,1,1,9
7117,2,2,0,8,5,1,9
7118,2,2,0,8,7,2,9
7119,2,2,3,1,5,1,9
7120,2,2,3,1,7,2,9
7121,2,2,3,2,7,2,9
7122,2,2,3,3,6,3,9
7123,2,2,3,3,6,7,9
7124,2,2,3,3,6,8,9
7125,2,2,3,4,6,7,9
7126,2,2,3,4,6,8,9
7127,2,2,3,5,3,1,9
7128,2,2,3,5,1,1,9
7129,2,2,3,5,5,1,9
7130,2,2,3,5,7,2,9
7131,2,2,3,6,3,1,9
7132,2,2,3,6,1,1,9
7133,2,2,3,6,5,1,9
7134,2,2,3,6,7,2,9
7135,2,2,3,7,6,8,9
7136,2,2,3,7,3,1,9
7137,2,2,3,7,1,1,9
7138,2,2,3,7,5,1,9
7139,2,2,3,7,7,2,9
7140,2,2,3,7,7,8,9
7141,2,2,3,8,3,1,9
7142,2,2,3,8,1,1,9
7143,2,2,3,8,5,1,9
7144,2,2,3,8,7,2,9
7145,2,2,1,3,6,3,9
7146,2,2,1,3,6,7,9
7147,2,2,1,3,6,8,9
7148,2,2,1,4,6,7,9
7149,2,2,1,4,6,8,9
7150,2,2,1,4,3,1,9
7151,2,2,1,4,3,2,9
7152,2,2,1,4,1,1,9
7153,2,2,1,4,1,2,9
7154,2,2,1,4,5,2,9
7155,2,2,1,4,7,2,9
7156,2,2,1,4,7,3,9
7157,2,2,1,5,5,1,9
7158,2,2,1,5,5,8,9
7159,2,2,1,5,7,1,9
7160,2,2,1,5,7,8,9
7161,2,2,1,6,5,1,9
7162,2,2,1,6,7,1,9
7163,2,2,1,7,6,8,9
7164,2,2,1,7,4,8,9
7165,2,2,1,7,5,1,9
7166,2,2,1,7,7,1,9
7167,2,2,1,7,7,8,9
7168,2,2,1,8,5,1,9
7169,2,2,1,8,7,1,9
7170,2,2,5,1,7,3,9
7171,2,2,5,2,7,5,9
7172,2,2,5,3,6,3,9
7173,2,2,5,3,6,7,9
7174,2,2,5,3,6,8,9
7175,2,2,5,3,7,5,9
7176,2,2,5,4,6,7,9
7177,2,2,5,4,6,8,9
7178,2,2,5,4,3,1,9
7179,2,2,5,4,1,1,9
7180,2,2,5,4,7,6,9
7181,2,2,5,5,7,3,9
7182,2,2,5,5,7,8,9
7183,2,2,5,6,7,4,9
7184,2,2,5,6,7,8,9
7185,2,2,5,7,6,8,9
7186,2,2,5,7,4,8,9
7187,2,2,5,7,0,8,9
7188,2,2,5,7,7,4,9
7189,2,2,5,8,7,6,9
7190,2,2,7,1,3,1,9
7191,2,2,7,3,6,3,9
7192,2,2,7,3,6,7,9
7193,2,2,7,3,6,8,9
7194,2,2,7,4,6,7,9
7195,2,2,7,4,6,8,9
7196,2,2,7,4,3,1,9
7197,2,2,7,4,3,2,9
7198,2,2,7,4,3,3,9
7199,2,2,7,4,1,1,9
7200,2,2,7,4,1,2,9
7201,2,2,7,4,1,3,9
7202,2,2,7,4,5,1,9
7203,2,2,7,4,5,2,9
7204,2,2,7,4,7,1,9
7205,2,2,7,4,7,2,9
7206,2,2,7,5,3,1,9
7207,2,2,7,6,3,1,9
7208,2,2,7,7,6,8,9
7209,2,2,7,7,2,8,9
7210,2,2,7,7,0,8,9
7211,2,2,7,7,3,1,9
7212,2,2,7,7,1,8,9
7213,2,2,7,8,3,1,9
7214,2,3,6,1,5,1,9
7215,2,3,6,1,7,1,9
7216,2,3,6,1,7,2,9
7217,2,3,6,2,7,2,9
7218,2,3,6,3,7,2,9
7219,2,3,6,4,0,1,9
7220,2,3,6,4,3,1,9
7221,2,3,6,4,3,2,9
7222,2,3,6,4,3,3,9
7223,2,3,6,4,1,1,9
7224,2,3,6,4,1,2,9
7225,2,3,6,4,1,3,9
7226,2,3,6,5,5,1,9
7227,2,3,6,5,7,1,9
7228,2,3,6,5,7,2,9
7229,2,3,6,6,5,1,9
7230,2,3,6,6,7,1,9
7231,2,3,6,6,7,2,9
7232,2,3,6,6,7,7,9
7233,2,3,6,7,5,1,9
7234,2,3,6,7,7,1,9
7235,2,3,6,7,7,2,9
7236,2,3,6,8,5,1,9
7237,2,3,6,8,7,1,9
7238,2,3,6,8,7,2,9
7239,2,3,4,1,5,1,9
7240,2,3,4,1,7,1,9
7241,2,3,4,1,7,2,9
7242,2,3,4,2,7,2,9
7243,2,3,4,3,7,2,9
7244,2,3,4,4,0,1,9
7245,2,3,4,4,3,1,9
7246,2,3,4,4,3,2,9
7247,2,3,4,4,3,3,9
7248,2,3,4,4,1,1,9
7249,2,3,4,4,1,2,9
7250,2,3,4,4,1,3,9
7251,2,3,4,5,5,1,9
7252,2,3,4,5,7,1,9
7253,2,3,4,5,7,2,9
7254,2,3,4,6,5,1,9
7255,2,3,4,6,7,1,9
7256,2,3,4,6,7,2,9
7257,2,3,4,6,7,7,9
7258,2,3,4,7,5,1,9
7259,2,3,4,7,7,1,9
7260,2,3,4,7,7,2,9
7261,2,3,4,8,5,1,9
7262,2,3,4,8,7,1,9
7263,2,3,4,8,7,2,9
7264,2,3,2,1,5,1,9
7265,2,3,2,1,7,1,9
7266,2,3,2,4,0,1,9
7267,2,3,2,4,3,1,9
7268,2,3,2,4,3,2,9
7269,2,3,2,4,3,3,9
7270,2,3,2,4,1,1,9
7271,2,3,2,4,1,2,9
7272,2,3,2,4,1,3,9
7273,2,3,2,5,5,1,9
7274,2,3,2,5,7,1,9
7275,2,3,2,5,7,2,9
7276,2,3,2,6,5,1,9
7277,2,3,2,6,7,1,9
7278,2,3,2,6,7,2,9
7279,2,3,2,6,7,7,9
7280,2,3,2,7,5,1,9
7281,2,3,2,7,7,1,9
7282,2,3,2,7,7,2,9
7283,2,3,2,8,5,1,9
7284,2,3,2,8,7,1,9
7285,2,3,2,8,7,2,9
7286,2,3,0,1,7,2,9
7287,2,3,0,2,7,2,9
7288,2,3,0,5,7,2,9
7289,2,3,0,6,7,2,9
7290,2,3,0,7,7,2,9
7291,2,3,0,8,7,2,9
7292,2,3,3,1,5,1,9
7293,2,3,3,1,7,2,9
7294,2,3,3,2,7,2,9
7295,2,3,3,5,3,1,9
7296,2,3,3,5,1,1,9
7297,2,3,3,5,5,1,9
7298,2,3,3,5,7,2,9
7299,2,3,3,6,3,1,9
7300,2,3,3,6,1,1,9
7301,2,3,3,6,5,1,9
7302,2,3,3,6,7,2,9
7303,2,3,3,6,7,7,9
7304,2,3,3,7,3,1,9
7305,2,3,3,7,1,1,9
7306,2,3,3,7,5,1,9
7307,2,3,3,7,7,2,9
7308,2,3,3,8,3,1,9
7309,2,3,3,8,1,1,9
7310,2,3,3,8,5,1,9
7311,2,3,3,8,7,2,9
7312,2,3,1,4,3,2,9
7313,2,3,1,4,1,2,9
7314,2,3,1,4,5,2,9
7315,2,3,1,4,7,2,9
7316,2,3,1,4,7,3,9
7317,2,3,1,5,1,1,9
7318,2,3,1,5,5,1,9
7319,2,3,1,5,7,1,9
7320,2,3,1,5,7,8,9
7321,2,3,1,6,1,1,9
7322,2,3,1,6,5,1,9
7323,2,3,1,6,7,1,9
7324,2,3,1,7,1,1,9
7325,2,3,1,7,5,1,9
7326,2,3,1,7,7,1,9
7327,2,3,1,8,1,1,9
7328,2,3,1,8,5,1,9
7329,2,3,1,8,7,1,9
7330,2,3,5,1,0,1,9
7331,2,3,5,1,7,3,9
7332,2,3,5,2,7,5,9
7333,2,3,5,3,7,5,9
7334,2,3,5,4,0,1,9
7335,2,3,5,4,3,1,9
7336,2,3,5,4,1,1,9
7337,2,3,5,4,7,6,9
7338,2,3,5,5,0,1,9
7339,2,3,5,5,7,3,9
7340,2,3,5,5,7,8,9
7341,2,3,5,6,0,1,9
7342,2,3,5,6,7,4,9
7343,2,3,5,6,7,8,9
7344,2,3,5,7,0,1,9
7345,2,3,5,7,7,4,9
7346,2,3,5,8,0,1,9
7347,2,3,5,8,7,6,9
7348,2,3,7,1,0,1,9
7349,2,3,7,1,3,1,9
7350,2,3,7,4,0,1,9
7351,2,3,7,4,3,1,9
7352,2,3,7,4,3,2,9
7353,2,3,7,4,3,3,9
7354,2,3,7,4,1,1,9
7355,2,3,7,4,1,2,9
7356,2,3,7,4,1,3,9
7357,2,3,7,4,5,1,9
7358,2,3,7,4,5,2,9
7359,2,3,7,4,7,1,9
7360,2,3,7,4,7,2,9
7361,2,3,7,5,0,1,9
7362,2,3,7,5,3,1,9
7363,2,3,7,6,0,1,9
7364,2,3,7,6,3,1,9
7365,2,3,7,7,0,1,9
7366,2,3,7,7,3,1,9
7367,2,3,7,8,0,1,9
7368,2,3,7,8,3,1,9
7369,1,1,6,4,4,2,9
7370,1,1,6,4,0,3,9
7371,1,1,6,4,1,2,9
7372,1,1,6,4,1,3,9
7373,1,1,6,5,6,1,9
7374,1,1,6,5,4,1,9
7375,1,1,6,7,7,8,9
7376,1,1,4,4,6,6,9
7377,1,1,4,4,1,2,9
7378,1,1,4,4,1,3,9
7379,1,1,4,5,6,2,9
7380,1,1,4,6,6,2,9
7381,1,1,4,6,6,4,9
7382,1,1,4,7,6,2,9
7383,1,1,4,7,6,4,9
7384,1,1,2,1,6,1,9
7385,1,1,2,1,4,1,9
7386,1,1,2,3,6,7,9
7387,1,1,2,3,6,8,9
7388,1,1,2,3,4,7,9
7389,1,1,2,3,4,8,9
7390,1,1,2,4,6,7,9
7391,1,1,2,4,6,8,9
7392,1,1,2,4,4,7,9
7393,1,1,2,4,4,8,9
7394,1,1,2,4,1,2,9
7395,1,1,2,4,1,3,9
7396,1,1,2,5,6,1,9
7397,1,1,2,5,4,1,9
7398,1,1,2,6,6,1,9
7399,1,1,2,6,4,1,9
7400,1,1,2,7,6,1,9
7401,1,1,2,7,4,1,9
7402,1,1,2,8,6,1,9
7403,1,1,2,8,4,1,9
7404,1,1,1,1,7,1,9
7405,1,1,1,4,5,7,9
7406,1,1,1,4,5,8,9
7407,1,1,1,4,7,7,9
7408,1,1,1,4,7,8,9
7409,1,1,1,5,1,1,9
7410,1,1,1,5,5,1,9
7411,1,1,1,5,7,1,9
7412,1,1,1,6,1,1,9
